 ,Year,Period,Label,Value
3334,2001,A01,2001 Annual,87.157
3334,2002,A01,2002 Annual,91.763
3334,2003,A01,2003 Annual,95.701
3334,2004,A01,2004 Annual,99.517
3334,2005,A01,2005 Annual,98.669
3334,2006,A01,2006 Annual,104.279
3334,2007,A01,2007 Annual,100.000
3334,2008,A01,2008 Annual,101.093
3334,2009,A01,2009 Annual,92.611
3334,2010,A01,2010 Annual,98.712
3334,2011,A01,2011 Annual,98.727
3334,2012,A01,2012 Annual,101.500
3334,2013,A01,2013 Annual,101.340
3334,2014,A01,2014 Annual,99.354
3252,1990,A01,1990 Annual,83.677
3252,1991,A01,1991 Annual,82.374
3252,1992,A01,1992 Annual,85.283
3252,1993,A01,1993 Annual,85.250
3252,1994,A01,1994 Annual,90.080
3252,1995,A01,1995 Annual,86.261
3252,1996,A01,1996 Annual,88.187
3252,1997,A01,1997 Annual,89.149
3252,1998,A01,1998 Annual,93.015
3252,1999,A01,1999 Annual,91.739
3252,2000,A01,2000 Annual,87.546
3252,2001,A01,2001 Annual,84.153
3252,2002,A01,2002 Annual,89.445
3252,2003,A01,2003 Annual,88.996
3252,2004,A01,2004 Annual,93.263
3252,2005,A01,2005 Annual,93.414
3252,2006,A01,2006 Annual,92.669
3252,2007,A01,2007 Annual,100.000
3252,2008,A01,2008 Annual,95.608
3252,2009,A01,2009 Annual,97.510
3252,2010,A01,2010 Annual,101.160
3252,2011,A01,2011 Annual,100.333
3252,2012,A01,2012 Annual,99.638
3252,2013,A01,2013 Annual,98.162
3252,2014,A01,2014 Annual,93.908
3262,1990,A01,1990 Annual,86.453
3262,1991,A01,1991 Annual,86.508
3262,1992,A01,1992 Annual,86.265
3262,1993,A01,1993 Annual,90.784
3262,1994,A01,1994 Annual,91.532
3262,1995,A01,1995 Annual,89.902
3262,1996,A01,1996 Annual,90.604
3262,1997,A01,1997 Annual,95.801
3262,1998,A01,1998 Annual,95.821
3262,1999,A01,1999 Annual,96.675
3262,2000,A01,2000 Annual,96.388
3262,2001,A01,2001 Annual,93.911
3262,2002,A01,2002 Annual,95.803
3262,2003,A01,2003 Annual,98.909
3262,2004,A01,2004 Annual,100.563
3262,2005,A01,2005 Annual,100.754
3262,2006,A01,2006 Annual,99.058
3262,2007,A01,2007 Annual,100.000
3262,2008,A01,2008 Annual,95.645
3262,2009,A01,2009 Annual,96.343
3262,2010,A01,2010 Annual,101.192
3262,2011,A01,2011 Annual,98.831
3262,2012,A01,2012 Annual,94.128
3262,2013,A01,2013 Annual,94.952
3262,2014,A01,2014 Annual,97.796
3272,1990,A01,1990 Annual,80.208
3272,1991,A01,1991 Annual,78.713
3272,1992,A01,1992 Annual,84.559
3272,1993,A01,1993 Annual,84.432
3272,1994,A01,1994 Annual,86.570
3272,1995,A01,1995 Annual,86.846
3272,1996,A01,1996 Annual,90.006
3272,1997,A01,1997 Annual,94.360
3272,1998,A01,1998 Annual,93.534
3272,1999,A01,1999 Annual,94.774
3272,2000,A01,2000 Annual,95.953
3272,2001,A01,2001 Annual,91.034
3272,2002,A01,2002 Annual,89.030
3272,2003,A01,2003 Annual,91.330
3272,2004,A01,2004 Annual,94.575
3272,2005,A01,2005 Annual,96.345
3272,2006,A01,2006 Annual,99.107
3272,2007,A01,2007 Annual,100.000
3272,2008,A01,2008 Annual,102.338
3272,2009,A01,2009 Annual,96.218
3272,2010,A01,2010 Annual,101.765
3272,2011,A01,2011 Annual,108.791
3272,2012,A01,2012 Annual,107.696
3272,2013,A01,2013 Annual,111.913
3272,2014,A01,2014 Annual,107.837
3327,1990,A01,1990 Annual,75.910
3327,1991,A01,1991 Annual,74.740
3327,1992,A01,1992 Annual,78.724
3327,1993,A01,1993 Annual,78.753
3327,1994,A01,1994 Annual,84.431
3327,1995,A01,1995 Annual,88.991
3327,1996,A01,1996 Annual,89.953
3327,1997,A01,1997 Annual,91.255
3327,1998,A01,1998 Annual,89.192
3327,1999,A01,1999 Annual,88.538
3327,2000,A01,2000 Annual,89.939
3327,2001,A01,2001 Annual,86.937
3327,2002,A01,2002 Annual,88.147
3327,2003,A01,2003 Annual,89.411
3327,2004,A01,2004 Annual,92.494
3327,2005,A01,2005 Annual,90.788
3327,2006,A01,2006 Annual,94.743
3327,2007,A01,2007 Annual,100.000
3327,2008,A01,2008 Annual,99.696
3327,2009,A01,2009 Annual,84.383
3327,2010,A01,2010 Annual,92.477
3327,2011,A01,2011 Annual,96.467
3327,2012,A01,2012 Annual,96.714
3327,2013,A01,2013 Annual,95.576
3327,2014,A01,2014 Annual,95.124
3114,1990,A01,1990 Annual,83.465
3114,1991,A01,1991 Annual,85.552
3114,1992,A01,1992 Annual,85.348
3114,1993,A01,1993 Annual,87.318
3114,1994,A01,1994 Annual,88.227
3114,1995,A01,1995 Annual,88.700
3114,1996,A01,1996 Annual,87.986
3114,1997,A01,1997 Annual,89.296
3114,1998,A01,1998 Annual,91.294
3114,1999,A01,1999 Annual,90.891
3114,2000,A01,2000 Annual,92.506
3114,2001,A01,2001 Annual,95.841
3114,2002,A01,2002 Annual,100.745
3114,2003,A01,2003 Annual,99.964
3114,2004,A01,2004 Annual,100.449
3114,2005,A01,2005 Annual,98.219
3114,2006,A01,2006 Annual,97.581
3114,2007,A01,2007 Annual,100.000
3114,2008,A01,2008 Annual,96.864
3114,2009,A01,2009 Annual,88.789
3114,2010,A01,2010 Annual,89.779
3114,2011,A01,2011 Annual,92.613
3114,2012,A01,2012 Annual,93.163
3114,2013,A01,2013 Annual,95.714
3114,2014,A01,2014 Annual,94.040
3112,1990,A01,1990 Annual,92.800
3112,1991,A01,1991 Annual,92.433
3112,1992,A01,1992 Annual,92.041
3112,1993,A01,1993 Annual,93.141
3112,1994,A01,1994 Annual,91.960
3112,1995,A01,1995 Annual,95.235
3112,1996,A01,1996 Annual,87.707
3112,1997,A01,1997 Annual,87.220
3112,1998,A01,1998 Annual,89.070
3112,1999,A01,1999 Annual,91.556
3112,2000,A01,2000 Annual,97.233
3112,2001,A01,2001 Annual,97.357
3112,2002,A01,2002 Annual,98.020
3112,2003,A01,2003 Annual,100.119
3112,2004,A01,2004 Annual,100.278
3112,2005,A01,2005 Annual,98.890
3112,2006,A01,2006 Annual,95.058
3112,2007,A01,2007 Annual,100.000
3112,2008,A01,2008 Annual,96.186
3112,2009,A01,2009 Annual,99.890
3112,2010,A01,2010 Annual,100.994
3112,2011,A01,2011 Annual,98.719
3112,2012,A01,2012 Annual,97.006
3112,2013,A01,2013 Annual,92.968
3112,2014,A01,2014 Annual,91.184
3222,1990,A01,1990 Annual,98.681
3222,1991,A01,1991 Annual,99.050
3222,1992,A01,1992 Annual,98.996
3222,1993,A01,1993 Annual,100.016
3222,1994,A01,1994 Annual,100.739
3222,1995,A01,1995 Annual,98.242
3222,1996,A01,1996 Annual,98.742
3222,1997,A01,1997 Annual,102.084
3222,1998,A01,1998 Annual,99.123
3222,1999,A01,1999 Annual,96.847
3222,2000,A01,2000 Annual,96.408
3222,2001,A01,2001 Annual,93.355
3222,2002,A01,2002 Annual,95.441
3222,2003,A01,2003 Annual,97.491
3222,2004,A01,2004 Annual,99.257
3222,2005,A01,2005 Annual,98.838
3222,2006,A01,2006 Annual,98.793
3222,2007,A01,2007 Annual,100.000
3222,2008,A01,2008 Annual,97.931
3222,2009,A01,2009 Annual,96.342
3222,2010,A01,2010 Annual,96.893
3222,2011,A01,2011 Annual,97.594
3222,2012,A01,2012 Annual,98.491
3222,2013,A01,2013 Annual,97.268
3222,2014,A01,2014 Annual,94.264
3152,1990,A01,1990 Annual,127.973
3152,1991,A01,1991 Annual,128.198
3152,1992,A01,1992 Annual,128.020
3152,1993,A01,1993 Annual,127.706
3152,1994,A01,1994 Annual,128.685
3152,1995,A01,1995 Annual,132.394
3152,1996,A01,1996 Annual,132.581
3152,1997,A01,1997 Annual,137.073
3152,1998,A01,1998 Annual,131.790
3152,1999,A01,1999 Annual,131.791
3152,2000,A01,2000 Annual,127.841
3152,2001,A01,2001 Annual,123.060
3152,2002,A01,2002 Annual,118.816
3152,2003,A01,2003 Annual,121.192
3152,2004,A01,2004 Annual,116.032
3152,2005,A01,2005 Annual,119.421
3152,2006,A01,2006 Annual,121.648
3152,2007,A01,2007 Annual,100.000
3152,2008,A01,2008 Annual,91.629
3152,2009,A01,2009 Annual,83.187
3152,2010,A01,2010 Annual,83.231
3152,2011,A01,2011 Annual,78.747
3152,2012,A01,2012 Annual,79.855
3152,2013,A01,2013 Annual,81.009
3152,2014,A01,2014 Annual,80.003
3219,1990,A01,1990 Annual,107.603
3219,1991,A01,1991 Annual,104.964
3219,1992,A01,1992 Annual,106.315
3219,1993,A01,1993 Annual,102.810
3219,1994,A01,1994 Annual,101.803
3219,1995,A01,1995 Annual,101.500
3219,1996,A01,1996 Annual,102.701
3219,1997,A01,1997 Annual,102.407
3219,1998,A01,1998 Annual,100.175
3219,1999,A01,1999 Annual,100.358
3219,2000,A01,2000 Annual,97.380
3219,2001,A01,2001 Annual,93.844
3219,2002,A01,2002 Annual,97.089
3219,2003,A01,2003 Annual,97.134
3219,2004,A01,2004 Annual,99.694
3219,2005,A01,2005 Annual,97.815
3219,2006,A01,2006 Annual,97.917
3219,2007,A01,2007 Annual,100.000
3219,2008,A01,2008 Annual,97.340
3219,2009,A01,2009 Annual,91.186
3219,2010,A01,2010 Annual,96.513
3219,2011,A01,2011 Annual,99.449
3219,2012,A01,2012 Annual,97.198
3219,2013,A01,2013 Annual,95.850
3219,2014,A01,2014 Annual,95.369
3335,1990,A01,1990 Annual,82.808
3335,1991,A01,1991 Annual,79.341
3335,1992,A01,1992 Annual,83.302
3335,1993,A01,1993 Annual,82.303
3335,1994,A01,1994 Annual,85.819
3335,1995,A01,1995 Annual,88.953
3335,1996,A01,1996 Annual,87.112
3335,1997,A01,1997 Annual,88.654
3335,1998,A01,1998 Annual,85.466
3335,1999,A01,1999 Annual,82.060
3335,2000,A01,2000 Annual,84.243
3335,2001,A01,2001 Annual,79.228
3335,2002,A01,2002 Annual,84.361
3335,2003,A01,2003 Annual,87.085
3335,2004,A01,2004 Annual,89.166
3335,2005,A01,2005 Annual,93.341
3335,2006,A01,2006 Annual,94.238
3335,2007,A01,2007 Annual,100.000
3335,2008,A01,2008 Annual,101.311
3335,2009,A01,2009 Annual,88.037
3335,2010,A01,2010 Annual,96.284
3335,2011,A01,2011 Annual,102.358
3335,2012,A01,2012 Annual,100.522
3335,2013,A01,2013 Annual,101.563
3335,2014,A01,2014 Annual,101.926
3329,1990,A01,1990 Annual,91.667
3329,1991,A01,1991 Annual,89.101
3329,1992,A01,1992 Annual,90.077
3329,1993,A01,1993 Annual,90.421
3329,1994,A01,1994 Annual,91.998
3329,1995,A01,1995 Annual,93.222
3329,1996,A01,1996 Annual,92.180
3329,1997,A01,1997 Annual,92.512
3329,1998,A01,1998 Annual,91.487
3329,1999,A01,1999 Annual,88.697
3329,2000,A01,2000 Annual,88.367
3329,2001,A01,2001 Annual,85.396
3329,2002,A01,2002 Annual,89.144
3329,2003,A01,2003 Annual,92.881
3329,2004,A01,2004 Annual,95.860
3329,2005,A01,2005 Annual,96.656
3329,2006,A01,2006 Annual,100.735
3329,2007,A01,2007 Annual,100.000
3329,2008,A01,2008 Annual,103.101
3329,2009,A01,2009 Annual,88.342
3329,2010,A01,2010 Annual,92.624
3329,2011,A01,2011 Annual,97.175
3329,2012,A01,2012 Annual,91.848
3329,2013,A01,2013 Annual,90.797
3329,2014,A01,2014 Annual,88.455
3132,1990,A01,1990 Annual,74.490
3132,1991,A01,1991 Annual,74.258
3132,1992,A01,1992 Annual,74.917
3132,1993,A01,1993 Annual,76.499
3132,1994,A01,1994 Annual,79.860
3132,1995,A01,1995 Annual,79.996
3132,1996,A01,1996 Annual,79.865
3132,1997,A01,1997 Annual,79.498
3132,1998,A01,1998 Annual,80.134
3132,1999,A01,1999 Annual,83.462
3132,2000,A01,2000 Annual,82.968
3132,2001,A01,2001 Annual,81.526
3132,2002,A01,2002 Annual,86.012
3132,2003,A01,2003 Annual,91.595
3132,2004,A01,2004 Annual,88.152
3132,2005,A01,2005 Annual,100.413
3132,2006,A01,2006 Annual,99.486
3132,2007,A01,2007 Annual,100.000
3132,2008,A01,2008 Annual,99.555
3132,2009,A01,2009 Annual,93.327
3132,2010,A01,2010 Annual,96.776
3132,2011,A01,2011 Annual,95.722
3132,2012,A01,2012 Annual,93.350
3132,2013,A01,2013 Annual,91.781
3132,2014,A01,2014 Annual,88.854
3315,1990,A01,1990 Annual,84.821
3315,1991,A01,1991 Annual,83.853
3315,1992,A01,1992 Annual,85.551
3315,1993,A01,1993 Annual,88.116
3315,1994,A01,1994 Annual,91.095
3315,1995,A01,1995 Annual,91.972
3315,1996,A01,1996 Annual,91.779
3315,1997,A01,1997 Annual,95.860
3315,1998,A01,1998 Annual,93.935
3315,1999,A01,1999 Annual,93.636
3315,2000,A01,2000 Annual,92.064
3315,2001,A01,2001 Annual,87.122
3315,2002,A01,2002 Annual,87.861
3315,2003,A01,2003 Annual,89.604
3315,2004,A01,2004 Annual,93.726
3315,2005,A01,2005 Annual,95.126
3315,2006,A01,2006 Annual,97.472
3315,2007,A01,2007 Annual,100.000
3315,2008,A01,2008 Annual,88.339
3315,2009,A01,2009 Annual,83.979
3315,2010,A01,2010 Annual,89.374
3315,2011,A01,2011 Annual,92.253
3315,2012,A01,2012 Annual,93.254
3315,2013,A01,2013 Annual,94.697
3315,2014,A01,2014 Annual,94.682
3253,1990,A01,1990 Annual,79.331
3253,1991,A01,1991 Annual,76.658
3253,1992,A01,1992 Annual,78.973
3253,1993,A01,1993 Annual,81.991
3253,1994,A01,1994 Annual,82.138
3253,1995,A01,1995 Annual,82.553
3253,1996,A01,1996 Annual,84.982
3253,1997,A01,1997 Annual,84.674
3253,1998,A01,1998 Annual,83.176
3253,1999,A01,1999 Annual,78.446
3253,2000,A01,2000 Annual,82.027
3253,2001,A01,2001 Annual,77.184
3253,2002,A01,2002 Annual,83.997
3253,2003,A01,2003 Annual,88.590
3253,2004,A01,2004 Annual,98.075
3253,2005,A01,2005 Annual,107.810
3253,2006,A01,2006 Annual,104.765
3253,2007,A01,2007 Annual,100.000
3253,2008,A01,2008 Annual,87.604
3253,2009,A01,2009 Annual,95.792
3253,2010,A01,2010 Annual,96.311
3253,2011,A01,2011 Annual,94.784
3253,2012,A01,2012 Annual,96.440
3253,2013,A01,2013 Annual,106.994
3253,2014,A01,2014 Annual,97.828
3323,1990,A01,1990 Annual,89.994
3323,1991,A01,1991 Annual,90.306
3323,1992,A01,1992 Annual,92.339
3323,1993,A01,1993 Annual,92.006
3323,1994,A01,1994 Annual,93.995
3323,1995,A01,1995 Annual,93.616
3323,1996,A01,1996 Annual,92.705
3323,1997,A01,1997 Annual,97.733
3323,1998,A01,1998 Annual,94.487
3323,1999,A01,1999 Annual,91.819
3323,2000,A01,2000 Annual,90.550
3323,2001,A01,2001 Annual,86.829
3323,2002,A01,2002 Annual,88.438
3323,2003,A01,2003 Annual,90.779
3323,2004,A01,2004 Annual,89.433
3323,2005,A01,2005 Annual,90.348
3323,2006,A01,2006 Annual,94.267
3323,2007,A01,2007 Annual,100.000
3323,2008,A01,2008 Annual,96.607
3323,2009,A01,2009 Annual,84.457
3323,2010,A01,2010 Annual,88.397
3323,2011,A01,2011 Annual,87.166
3323,2012,A01,2012 Annual,86.885
3323,2013,A01,2013 Annual,87.499
3323,2014,A01,2014 Annual,88.714
3343,1990,A01,1990 Annual,64.568
3343,1991,A01,1991 Annual,66.489
3343,1992,A01,1992 Annual,68.872
3343,1993,A01,1993 Annual,72.771
3343,1994,A01,1994 Annual,73.503
3343,1995,A01,1995 Annual,73.851
3343,1996,A01,1996 Annual,68.354
3343,1997,A01,1997 Annual,71.213
3343,1998,A01,1998 Annual,74.180
3343,1999,A01,1999 Annual,76.427
3343,2000,A01,2000 Annual,80.203
3343,2001,A01,2001 Annual,80.462
3343,2002,A01,2002 Annual,84.122
3343,2003,A01,2003 Annual,88.736
3343,2004,A01,2004 Annual,89.352
3343,2005,A01,2005 Annual,88.451
3343,2006,A01,2006 Annual,92.264
3343,2007,A01,2007 Annual,100.000
3343,2008,A01,2008 Annual,80.411
3343,2009,A01,2009 Annual,75.159
3343,2010,A01,2010 Annual,81.515
3343,2011,A01,2011 Annual,89.953
3343,2012,A01,2012 Annual,103.922
3343,2013,A01,2013 Annual,110.777
3343,2014,A01,2014 Annual,109.662
3371,1990,A01,1990 Annual,91.304
3371,1991,A01,1991 Annual,90.227
3371,1992,A01,1992 Annual,93.733
3371,1993,A01,1993 Annual,94.695
3371,1994,A01,1994 Annual,94.707
3371,1995,A01,1995 Annual,94.642
3371,1996,A01,1996 Annual,94.932
3371,1997,A01,1997 Annual,96.491
3371,1998,A01,1998 Annual,94.832
3371,1999,A01,1999 Annual,95.012
3371,2000,A01,2000 Annual,92.351
3371,2001,A01,2001 Annual,90.133
3371,2002,A01,2002 Annual,91.088
3371,2003,A01,2003 Annual,91.432
3371,2004,A01,2004 Annual,94.777
3371,2005,A01,2005 Annual,98.233
3371,2006,A01,2006 Annual,99.624
3371,2007,A01,2007 Annual,100.000
3371,2008,A01,2008 Annual,99.839
3371,2009,A01,2009 Annual,86.377
3371,2010,A01,2010 Annual,93.499
3371,2011,A01,2011 Annual,92.171
3371,2012,A01,2012 Annual,91.701
3371,2013,A01,2013 Annual,93.522
3371,2014,A01,2014 Annual,91.028
3115,1990,A01,1990 Annual,95.185
3115,1991,A01,1991 Annual,94.116
3115,1992,A01,1992 Annual,97.624
3115,1993,A01,1993 Annual,97.298
3115,1994,A01,1994 Annual,96.332
3115,1995,A01,1995 Annual,96.747
3115,1996,A01,1996 Annual,95.151
3115,1997,A01,1997 Annual,95.713
3115,1998,A01,1998 Annual,95.752
3115,1999,A01,1999 Annual,92.935
3115,2000,A01,2000 Annual,94.324
3115,2001,A01,2001 Annual,93.714
3115,2002,A01,2002 Annual,96.827
3115,2003,A01,2003 Annual,98.733
3115,2004,A01,2004 Annual,102.054
3115,2005,A01,2005 Annual,101.645
3115,2006,A01,2006 Annual,96.843
3115,2007,A01,2007 Annual,100.000
3115,2008,A01,2008 Annual,97.213
3115,2009,A01,2009 Annual,96.543
3115,2010,A01,2010 Annual,101.746
3115,2011,A01,2011 Annual,100.657
3115,2012,A01,2012 Annual,96.454
3115,2013,A01,2013 Annual,95.378
3115,2014,A01,2014 Annual,93.831
3391,1990,A01,1990 Annual,84.057
3391,1991,A01,1991 Annual,85.011
3391,1992,A01,1992 Annual,85.812
3391,1993,A01,1993 Annual,85.149
3391,1994,A01,1994 Annual,83.517
3391,1995,A01,1995 Annual,85.764
3391,1996,A01,1996 Annual,87.618
3391,1997,A01,1997 Annual,87.516
3391,1998,A01,1998 Annual,89.870
3391,1999,A01,1999 Annual,90.675
3391,2000,A01,2000 Annual,92.371
3391,2001,A01,2001 Annual,90.665
3391,2002,A01,2002 Annual,92.635
3391,2003,A01,2003 Annual,96.554
3391,2004,A01,2004 Annual,94.128
3391,2005,A01,2005 Annual,99.636
3391,2006,A01,2006 Annual,100.939
3391,2007,A01,2007 Annual,100.000
3391,2008,A01,2008 Annual,104.429
3391,2009,A01,2009 Annual,103.639
3391,2010,A01,2010 Annual,106.003
3391,2011,A01,2011 Annual,103.953
3391,2012,A01,2012 Annual,102.445
3391,2013,A01,2013 Annual,102.580
3391,2014,A01,2014 Annual,97.162
3363,1990,A01,1990 Annual,74.162
3363,1991,A01,1991 Annual,72.308
3363,1992,A01,1992 Annual,77.041
3363,1993,A01,1993 Annual,80.408
3363,1994,A01,1994 Annual,84.064
3363,1995,A01,1995 Annual,83.754
3363,1996,A01,1996 Annual,83.458
3363,1997,A01,1997 Annual,85.324
3363,1998,A01,1998 Annual,85.935
3363,1999,A01,1999 Annual,87.397
3363,2000,A01,2000 Annual,87.694
3363,2001,A01,2001 Annual,85.371
3363,2002,A01,2002 Annual,91.299
3363,2003,A01,2003 Annual,93.326
3363,2004,A01,2004 Annual,96.521
3363,2005,A01,2005 Annual,98.652
3363,2006,A01,2006 Annual,100.927
3363,2007,A01,2007 Annual,100.000
3363,2008,A01,2008 Annual,100.985
3363,2009,A01,2009 Annual,94.046
3363,2010,A01,2010 Annual,103.669
3363,2011,A01,2011 Annual,104.527
3363,2012,A01,2012 Annual,99.274
3363,2013,A01,2013 Annual,99.044
3363,2014,A01,2014 Annual,99.495
3273,1990,A01,1990 Annual,96.812
3273,1991,A01,1991 Annual,94.189
3273,1992,A01,1992 Annual,95.971
3273,1993,A01,1993 Annual,97.042
3273,1994,A01,1994 Annual,97.343
3273,1995,A01,1995 Annual,98.355
3273,1996,A01,1996 Annual,100.076
3273,1997,A01,1997 Annual,100.573
3273,1998,A01,1998 Annual,101.721
3273,1999,A01,1999 Annual,101.774
3273,2000,A01,2000 Annual,100.237
3273,2001,A01,2001 Annual,98.061
3273,2002,A01,2002 Annual,100.020
3273,2003,A01,2003 Annual,102.853
3273,2004,A01,2004 Annual,102.353
3273,2005,A01,2005 Annual,101.898
3273,2006,A01,2006 Annual,99.213
3273,2007,A01,2007 Annual,100.000
3273,2008,A01,2008 Annual,91.973
3273,2009,A01,2009 Annual,83.366
3273,2010,A01,2010 Annual,82.657
3273,2011,A01,2011 Annual,85.195
3273,2012,A01,2012 Annual,87.048
3273,2013,A01,2013 Annual,88.000
3273,2014,A01,2014 Annual,88.331
